,file,language,header1,header2,paragraph
170,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,CARE AND MAINTENANCE,CLEANING FREQUENCY,Daily - Remove any used coffee grounds and filter papers as required. Clean the filter holder and carafe. Wipe the shaded area shown in Fig H with a piece of damp kitchen paper. Use the brush if necessary to loosen any coffee debris.
171,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,CARE AND MAINTENANCE,CLEANING FREQUENCY,Weekly - Clean the grinder.
172,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,ERROR CODES,,"To assist in troubleshooting, your coffee maker may show one of the following error codes."
173,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,ERROR CODES,MEANING,E01The coffee bean hopper is not fitted correctly. Remove then refit the bean hopper.
174,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,ERROR CODES,MEANING,E02The shutter is open (located under the grinding head). Unplug the appliance and let it cool. Wipe the shaded area shown in Fig H with a piece of damp kitchen paper. Use the brush if necessary to loosen any coffee debris .
175,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,ERROR CODES,MEANING,E03The shutter cannot close (located under the grinding head). Unplug the appliance and let it cool. Wipe the shaded area shown in Fig H with a piece of damp kitchen paper. Use the brush if necessary to loosen any coffee debris.
176,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,RECYCLING,,"WTo avoid environmental and health problems due to hazardous substances, appliances and rechargeable and non-rechargeable batteries marked with one of these  symbols must not be disposed of with unsorted municipal waste. Always dispose of electrical and electronic products and, where applicable, rechargeable and non-rechargeable batteries, at an appropriate official recycling/collection point."
177,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,en,RECYCLING,,"GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAELesen Sie die Anleitung, bewahren Sie sie auf und falls Sie das Gerät an Dritte abgeben, geben Sie auch die Anleitung mit. Entfernen Sie die Verpackung vollständig, bevor Sie das Gerät einschalten."
178,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Beachten Sie bitte folgende grundlegende Vorsichtsmaßnahmen:
179,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"Dieses Gerät ist für die Nutzung von Personen mit eingeschränkten physischen, sensorischen oder geistigen Fähigkeiten sowie von Personen, die über keine Erfahrung oder Kenntnisse in der Handhabung verfügen, geeignet, wenn ihnen die Handhabung erklärt wurde/sie dabei beaufsichtigt werden und ihnen die damit verbundenen Gefahren bewusst sind. Kinder dürfen das Gerät weder verwenden noch damit spielen. "
180,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Bewahren Sie das Gerät und das Kabel außer Reichweite von Kindern auf.
181,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Bei nicht ordnungsgemäßem Gebrauch kann es zu Verletzungen kommen.
182,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,h Die Oberfläche des Geräts erhitzt sich. Die Restwärme hält die Oberfläche nach dem Gebrauch warm.
183,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Tauchen Sie das Gehäuse des Geräts nicht in Flüssigkeit.
184,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"Weist das Kabel Beschädigungen auf, muss es vom Hersteller, einer Wartungsvertretung des Herstellers oder einer qualifizierten Fachkraft ersetzt werden, um eine mögliche Gefährdung auszuschließen."
185,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Die Oberfläche des Heizelements strahlt nach dem Gebrauch Restwärme aus.
186,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,Die Kaffeemaschine sollte während des Gebrauchs nicht in einen Schrank gestellt werden.
187,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"Verwenden Sie das Gerät entsprechend dieser Bedienungsanleitung. Ein nicht ordnungsgemäßer Gebrauch kann mögliche Verletzungen, Stromschläge oder andere Gefahren nach sich ziehen."
188,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"Personen mit eingeschränkten körperlichen, sensorischen oder geistigen Fähigkeiten oder Personen, die nicht über die nötige Erfahrung und entsprechendes Wissen verfügen, sollten dieses Gerät nur unter der Aufsicht oder nach einer Einweisung zum sicheren Gebrauch des Gerätes und nur, wenn sie die damit verbundenen Gefahren verstehen, benutzen."
189,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"Dieses Gerät ist für den Haushaltsgebrauch sowie für einen ähnlichen Einsatz bestimmt, wie zum Beispiel:"
190,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• in Personalküchenbereichen in Läden, Büros und anderen Arbeitsumgebungen;"
191,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• durch Kunden in Hotels, Motels und anderen wohnähnlichen Umgebungen;"
192,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,• in Frühstückspensionen;
193,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,• Gutshäusern.
194,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"b Verwenden Sie das Gerät nicht in der Nähe einer Badewanne, einem Behälter oder anderen Gefäßen, die Wasser enthalten."
195,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• Gerät auf eine stabile, ebene, hitzefeste Oberfläche stellen."
196,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• Achten Sie darauf, dass sich Gerät und Kabel nicht am Rand von Arbeitsflächen befinden."
197,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• Bitte keine Zubehörteile oder Aufsätze verwenden, die nicht von uns geliefert wurden."
198,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,• Benutzen Sie das Gerät ausschließlich zu den in diesen Anweisungen beschriebenen Zwecken.
199,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,WICHTIGE SICHERHEITSHINWEISE,,"• Benutzen Sie das Gerät keinesfalls, wenn es beschädigt ist oder Fehlfunktionen zeigt."
200,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,1. 
201,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Kaffeebohnenbehälter und Deckel2. 
202,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Mahlgradregler3. 
203,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Wasserbehälter4. 
204,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Display5. 
205,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Bedienfeld6. 
206,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Warmhalteplatte7. 
207,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Kanne8. 
208,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Filterhalterfach9. 
209,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Filterhalter10. Papierfilter Größe 4 (nicht enthalten)11. 
210,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BESTANDTEILE,,Reinigungsbürste
211,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,VOR ERSTMALIGEM GEBRAUCH,,"Befolgen Sie die Anweisungen unter VERWENDEN DER FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN aber OHNE eine Filtertüte einzusetzen oder Kaffee hinzuzugeben. Sobald das Wasser durch das Gerät gelaufen ist, schütten Sie es weg. Reinigen Sie die Kanne und trocknen Sie sie ab."
212,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,KABELAUFBEWAHRUNG,,"Der Teil des Kabels, der nicht benötigt wird, kann zur besseren Aufbewahrung in das Gehäuse des Geräts geschoben werden. "
213,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,KABELAUFBEWAHRUNG,,"Schieben Sie den Teil des Kabels, der nicht benötigt wird, zurück in das Gehäuse des Geräts."
214,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,"Um Ihre Kaffeemaschine verwenden zu können, müssen Sie die Uhr nicht stellen. Sollten Sie die Timer-Funktion nutzen wollen, ist es jedoch erforderlich."
215,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,1. 
216,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,Stecken Sie den Netzstecker in die Steckdose.
217,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,2. 
218,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,Auf dem Bedienfeld blinkt 12:00 auf. 
219,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,3. 
220,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,Stellen Sie die korrekte Zeit im 24-Stunden-Format mit Hilfe der hr (h) und min (min) Tasten ein.
221,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,"• Die eingestellte Uhrzeit wird solange gespeichert, bis der Netzstecker der Kaffeemaschine aus der Steckdose gezogen wird."
222,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,DIE UHR STELLEN,,"• Stellen Sie eine neue Zeit mit Hilfe der hr (h) und b (min) Tasten ein. Sollten Sie nicht innerhalb von 15 Sekunden die hr (h) oder min (min) Taste drücken, zeigt die Kaffeemaschine wieder die zuvor eingestellte Zeit an."
223,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,"hr, minWird verwendet, um die Zeit einzustellen (Stunden und Minuten)bbWird verwendet, um die Kaffeestärke auszuwählen.  Folgende Optionen stehen Ihnen in der Funktion Mahlen & Brühen zur Verfügung: "
224,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,b normal bb mittelstark bbb stark. Standardmäßig eingestellt ist die Option bb. Die Optionen für die Funktion Kaffee aus gemahlenen Bohnen brühen sind AUS oder AN. 
225,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,"gAnzahl der Tassen, die gebrüht werden (nur bei der Funktion Mahlen & Brühen). Auswahl der Menge zu mahlenden Kaffees basierend auf der im Wassertank befindlichen Wassermenge. Optionen: "
226,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,", , , , und . Standardmäßig eingestellt sind B Tassen."
227,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,"YWird verwendet, um den Timer einzustellen."
228,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,sFunktionswahl. Mit dieser Taste wählen Sie die Funktion “Mahlen & Brühen” (auf dem Bedienfeld erscheint g) oder die Funktion “Kaffee aus gemahlenen Bohnen brühen (auf dem Bedienfeld erscheint s).
229,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,+Startet den Brühvorgang.
230,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,STEUERUNG,cLöst die Selbstreinigungsfunktion aus.
231,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,SYMBOLE AUF DEM BEDIENFELD,"b,  bb,  bbbZeigt die aktuell gewählte Kaffeestärke. Auf dem Bedienfeld wird bei Auswahl der Mahlen & Brühen Funktion Folgendes angezeigt: "
232,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,SYMBOLE AUF DEM BEDIENFELD,"b normal bb mittelstark bbb stark. In der Funktion Kaffee aus gemahlenen Bohnen brühen ist die Funktion zur Auswahl der Kaffeestärke auf AUS geschaltet, das b Symbol wird nicht angezeigt. Ist die Funktion für die Auswahl der Kaffeestärke auf EIN geschaltet, erscheint auf dem Bedienfeld b."
233,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,SYMBOLE AUF DEM BEDIENFELD,", , ,  und Zeigt die aktuell gewählte Anzahl der Tassen, die gebrüht werden (nur bei der Funktion Mahlen & Brühen)gFunktion Mahlen & Brühen gewählt."
234,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,SYMBOLE AUF DEM BEDIENFELD,sFunktion Kaffee aus gemahlenen Bohnen brühen gewählt.
235,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,STEUERUNG UND BEDIENFELD,SYMBOLE AUF DEM BEDIENFELD,CLE cDas Gerät muss gereinigt werden. Verwenden Sie die Selbstreinigungsfunktion.
236,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BETRIEBSFUNKTIONEN,,Ihr Kaffeeautomat verfügt über zwei Betriebsfunktionen.
237,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BETRIEBSFUNKTIONEN,FUNKTION MAHLEN & BRÜHEN  ,"Ist diese Funktion eingestellt, werden frische Kaffeebohnen zum Brühen Ihres Kaffees verwendet."
238,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,BETRIEBSFUNKTIONEN,FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,"Ist diese Funktion eingestellt, wird zum Brühen des Kaffees gemahlener Kaffee direkt in den Filter gefüllt."
239,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Die Qualität und der Geschmack Ihres Kaffees wird durch die Bohnensorte, den Mahlgrad und die Brühzeit bestimmt. Wir empfehlen Ihnen, verschiedene Einstellungen für die Mahl- und Kaffeestärke auszuprobieren, bis Sie die für Sie am besten geeignete Einstellung gefunden haben.  "
240,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,1. 
241,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Um die Funktion Mahlen & Brühen einzustellen, drücken Sie die s Taste solange, bis das g Symbol auf dem Bedienfeld erscheint."
242,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,2. 
243,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Füllen Sie die erforderliche Menge Wasser in den Wassertank. Bitte beachten Sie, dass während des Brühvorgangs das GESAMTE Wasser, das Sie in den Wassertank gefüllt haben, verbraucht wird."
244,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,3. 
245,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,Öffnen Sie das Filterfach und legen Sie eine Filtertüte der Größe 4 ein. Schließen Sie das Fach.
246,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,4. 
247,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Öffnen Sie den Deckel des Kaffeebohnenbehälters und füllen Sie frische Kaffeebohnen ein. Füllen Sie nicht zu viele Bohnen ein, da Sie ansonsten den Deckel nicht mehr schließen können. Die Deckeldichtung sorgt dafür, dass die Kaffeebohnen zwischen den einzelnen Brühvorgängen frisch bleiben."
248,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,5. 
249,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Stellen Sie den Mahlgradregler auf die gewünschte Einstellung (l fein gemahlen, l mittlere Mahlstärke und l grob gemahlen). "
250,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,6. 
251,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Drücken Sie die g Taste, um die Anzahl der Tassen, die gebrüht werden sollen, auszuwählen. Die gewählte Einstellung beruht darauf, wieviel Wasser Sie in den Wassertank gefüllt haben. Haben Sie zum Beispiel den Wassertank bis zur Markierung für  Tassen befüllt, stellen Sie die Anzahl der Tassen ebenfalls auf  ein. Standardmäßig sind  Tassen eingestellt. "
252,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,7. 
253,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,Wählen Sie die gewünschte Kaffeestärke mit Hilfe des bb Taste. Standardmäßig ist bb eingestellt.
254,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,8. 
255,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,Drücken Sie zum Starten des Brühvorgangs die + Taste. Nach kurzer Zeit beginnt das Mahlwerk zu mahlen und das Lämpchen um die Taste herum blinkt während des Brühvorgangs auf.
256,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,9. 
257,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION MAHLEN & BRÜHEN,,"Sobald der Brühvorgang abgeschlossen ist, hört das Lämpchen auf zu blinken und leuchtet nun beständig."
258,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,1. 
259,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,"Um die Funktion Kaffee aus gemahlenen Bohnen brühen einzustellen, drücken Sie die s Taste solange, bis das s Symbol auf dem Bedienfeld erscheint. "
260,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,2. 
261,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,"Füllen Sie die erforderliche Menge Wasser in den Wassertank. Bitte beachten Sie, dass während des Brühvorgangs das GESAMTE Wasser, das Sie in den Wassertank gefüllt haben, verbraucht wird."
262,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,3. 
263,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,de,SO VERWENDEN SIE DIE FUNKTION KAFFEE AUS GEMAHLENEN BOHNEN BRÜHEN,,Öffnen Sie das Filterfach und legen Sie eine Filtertüte der Größe 4 ein. 
